,AMIE,Nombre_Institucion,Codigo_Provincia,Provincia,Codigo_Canton,Canton,Codigo_Parroquia,Parroquia,Zona_Administrativa,Denominacion_Distrito,Codigo_Distrito,Codigo_Circuito_Educativo,Unidad_Administrativa_Circuital,Casos_excepcionales,Sostenimiento,Regimen_Escolar,Jurisdiccion,Tipo_de_Educacion,Modalidad,Jornada,Nivel,Etnia,Nacionalidad,Pueblo,Georeferencia,Institucion_responsable,Tipo_Acceso,Numero_de_estudiantes,Numero_de_docentes,Estado
727,07H01023,JOSE JOAQUIN DE OLMEDO,7,EL ORO,711,PORTOVELO,71153,SALATI,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C03_04_05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,14,1,Activa
728,07H01025,MIGUEL ANGEL CORRAL,7,EL ORO,711,PORTOVELO,71153,SALATI,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C03_04_05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,90,11,Activa
729,07H01026,TEODORO WOLF,7,EL ORO,711,PORTOVELO,71153,SALATI,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C03_04_05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
730,07H00954,13 DE MAYO,7,EL ORO,711,PORTOVELO,71150,PORTOVELO,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C03_04_05,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina y Nocturna,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,810,60,Activa
731,07H01129,SAN JOSE,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,80,10,Activa
732,07H01138,FEBRES CORDERO,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,"Matutina, Vesperina y Nocturna",Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,16,1,Activa
733,07H01143,MANUELITA SAENZ,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,20,2,Activa
734,07H01140,ROSARIO CELINA GARCIA PINEDA,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,12,2,Activa
735,07H01142,15 DE OCTUBRE,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,5,1,Activa
736,07H01150,JOAQUIN MATAMOROS,7,EL ORO,712,SANTA ROSA,71255,TORATA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,8,1,Activa
737,07H01042,PROF JESUS MARIA FLORES DE PIEDRA,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,30,3,Activa
738,07H01154,LCDO. FAUSTO MOLINA MOLINA,7,EL ORO,712,SANTA ROSA,71255,TORATA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,227,17,Activa
739,07H01073,RABINDRANATH TAGORE,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,143,11,Activa
740,07H01123,NUMA POMPILIO LLONA,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,20,4,Activa
741,07H01125,ORIENTE ECUATORIANO,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,191,12,Activa
742,07H01128,JOSE  JOAQUIN TOLEDO CHICA,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,41,5,Activa
743,07H01139,JOSE ANTONIO JARA,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,146,15,Activa
744,07H01141,13 DE ABRIL,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,255,15,Activa
745,07H01144,RIO CENEPA,7,EL ORO,712,SANTA ROSA,71254,SAN ANTONIO,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,104,9,Activa
746,07H01147,CARLOS ZAMBRANO OREJUELA,7,EL ORO,712,SANTA ROSA,71254,SAN ANTONIO,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,194,14,Activa
747,07H01148,VEINTE Y SIETE DE FEBRERO,7,EL ORO,712,SANTA ROSA,71255,TORATA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,15,3,Activa
748,07H01151,DR MODESTO CHAVEZ FRANCO,7,EL ORO,712,SANTA ROSA,71255,TORATA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,225,13,Activa
749,07H01152,3 DE NOVIEMBRE,7,EL ORO,712,SANTA ROSA,71255,TORATA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,30,2,Activa
750,07H01153,EMILIANO VALVERDE,7,EL ORO,712,SANTA ROSA,71255,TORATA,Zona 7,SANTA ROSA,07D06,07D06C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,30,3,Activa
751,07H01126,DR NAPOLEON MERA,7,EL ORO,712,SANTA ROSA,71251,BELLAVISTA,Zona 7,SANTA ROSA,07D06,07D06C01,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,101,10,Activa
752,07H01136,VICTOR PIEDRA,7,EL ORO,712,SANTA ROSA,71253,LA AVANZADA,Zona 7,SANTA ROSA,07D06,07D06C01,,1.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,1,1,Activa
753,07H01170,PROVINCIA DE EL ORO,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,29,3,Activa
754,07H01171,GENERAL ELOY ALFARO,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,62,5,Activa
755,07H01172,ABDON GODOFREDO NOBLECILLA CRESPO,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,20,1,Activa
756,07H01174,TERESA ARCAYA GERMAN,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,29,4,Activa
757,07H01175,TARQUI Nº 7,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,156,11,Activa
758,07H01176,SIMON BOLIVAR,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,21,2,Activa
759,07H01173,PROF. NELLY AGUIRRE CARDENAS,7,EL ORO,712,SANTA ROSA,71257,BELLAMARIA,Zona 7,SANTA ROSA,07D06,07D06C02,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,271,17,Activa
760,07H01347,LA VICTORIA,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,10,1,Activa
761,07H01160,LUIS REINALDO PAREDES ZAMBRANO,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,59,4,Activa
762,07H01159,ANTONIO ORDOÑEZ BUSTAMANTE,7,EL ORO,712,SANTA ROSA,71250,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C03,,1.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,15,1,Activa
763,07H01155,HECTOR TORO VALAREZO,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,93,11,Activa
764,07H01162,ZOILA ORELLANA DE AYALA,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,12,1,Activa
765,07H01167,RODRIGO UGARTE CORDOVA,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,14,1,Activa
766,07H01169,ROSA DE LUXEMBURGO,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,213,13,Activa
767,07H01166,JUAN MONTALVO,7,EL ORO,712,SANTA ROSA,71256,VICTORIA,Zona 7,SANTA ROSA,07D06,07D06C03,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,196,14,Activa
768,07H01357,SAN MARCOS,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,13,1,Activa
769,07H01416,ATAHUALPA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,11,1,Activa
770,07H01304,WALTER LAINEZ MARTINES,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,56,4,Activa
771,07H01060,MY SCHOOL,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,61,6,Activa
772,07H01063,ATAHUALPA,7,EL ORO,712,SANTA ROSA,71250,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,102,9,Activa
773,07H01076,HISPANOAMERICANO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,161,11,Activa
774,07H01080,ANTONIO JOSE DE SUCRE,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,264,18,Activa
775,07H01099,PROF FABIAN ESPINOZA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,173,11,Activa
776,07H01100,ABDON CALDERON MUÑOZ,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,375,18,Activa
777,07H01103,POR UN MUNDO MEJOR,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Vespertina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,3,Activa
778,07H01114,MUNDO DE LA FANTASIA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,43,8,Activa
779,07H01036,DR  ALFREDO PEREZ GUERRERO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,801,39,Activa
780,07H01295,REPUBLICA DEL ECUADOR  ESPRE,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,43,6,Activa
781,07H01034,DAVID DE JESUS TORRES APOLO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,41,4,Activa
782,07H01035,SIMON BOLIVAR,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,235,15,Activa
783,07H01045,GAUDENCIO VITE ORTEGA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,240,10,Activa
784,07H01443,TENIENTE HUGO ORTIZ,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,27,1,Activa
785,07H01070,JORGE  ENRIQUE  CHAVEZ  CELI,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,234,18,Activa
786,07H01075,PROVINCIA  DE COTOPAXI,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C04_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,14,1,Activa
787,07H01046,MODESTO CHAVEZ FRANCO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina y Nocturna,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,1042,64,Activa
788,07H01061,FUERTE MILITAR SANTA ROSA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,18,1,Activa
789,07H01069,JOSE MARIA VELAZ S. J. EXT 20,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscomisional,COSTA,Hispana,Popular Permanente,Semipresencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,191,9,Activa
790,07H01077,MANUEL UTRERAS GOMEZ,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,464,24,Activa
791,07H01121,JULIO LORENZO BETANCOURT CAILLAGUA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,150,13,Activa
792,07H01079,JAMBELI,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina y Vespertina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,1031,60,Activa
793,07H01444,ERNESTO NIETO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,11,1,Activa
794,07H01158,ROSA ARCAYA GERMAN,7,EL ORO,712,SANTA ROSA,71250,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,30,3,Activa
795,07H01074,PADRE EMILIO CATALAN BONO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,35,5,Activa
796,07H01039,JOSE MARIA OLLAGUE PAREDES,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,220,14,Activa
797,07H01057,ROSA ORDOÑEZ PORRAS,7,EL ORO,712,SANTA ROSA,71205,NUEVO SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,134,9,Activa
798,07H01081,JACINTO GRANDA PAREDES,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,119,12,Activa
799,07H01082,JOSE MARIA VELASCO IBARRA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,24,2,Activa
800,07H01083,PROVINCIA DE IMBABURA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,655,29,Activa
801,07H01097,CIUDAD DE SANTA ROSA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,403,20,Activa
802,07H01106,DEMETRIO AGUILERA MALTA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,753,38,Activa
803,07H01107,CEPWOL   ALTAMIRA,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,289,22,Activa
804,07H01115,WALTER CORDOVA  ARAUZ,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C05,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,6.0,Terrestre,53,7,Activa
805,07H01356,BARRIO CENTRAL,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C06,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,16,1,Activa
806,07H01031,ANTONIO JOSE DE SUCRE,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C06,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,586,25,Activa
807,07H01041,INSTITUTO PARTICULAR AUSTRAL,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C06,,0.0,Particular,COSTA,Hispana,Popular Permanente,Presencial,Matutina y Vespertina,Educación Básica y Artesanal P.P,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,139,7,Activa
808,07H01062,DR. EUGENIO ESPEJO,7,EL ORO,712,SANTA ROSA,71201,SANTA ROSA,Zona 7,SANTA ROSA,07D06,07D06C06,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,516,25,Activa
